回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
107,66,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,33,活性型ビタミン D3外用薬が適用される皮膚疾患はどれか。1つ選べ。,接触性皮膚炎,爪白癬,アトピー性皮膚炎,じん麻疹,尋常性乾癬,5,,102-62 103-61 103-62 104-64 104-69 105-61 105-64 105-70 108-64 110-61 110-67
107,67,病態・薬物治療,がん,13,9,肯定形,,,5,30,がん終末期における呼吸困難に対する治療薬はどれか。1つ選べ。,アセトアミノフェン,アドレナリン,スキサメトニウム,デキストロメトルファン,モルヒネ,5,,102-56 102-63 102-66 103-56 104-59 104-65 105-57 105-59 106-67 108-56 110-68 111-67
107,68,病態・薬物治療,医薬品情報・EBM,11,7,否定形,,,5,21,組換え体医薬品でないのはどれか。1つ選べ。,アルテプラーゼ,カルペリチド,ソラフェニブ,ニボルマブ,レノグラスチム,3,,102-67 103-66 104-67 104-68 104-70 107-69 109-68 109-70 110-69 111-70
107,69,病態・薬物治療,医薬品情報・EBM,11,7,肯定形,,,5,22,厚生労働省が発行する資料はどれか。1つ選べ。,医療用医薬品添付文書,医薬品インタビューフォーム,医薬品リスク管理計画,医薬品・医療機器等安全性情報,くすりのしおり,4,,102-67 103-66 104-67 104-68 104-70 107-68 109-68 109-70 110-69 111-70
107,70,病態・薬物治療,検査値・臨床検査,7,5,肯定形,,,,266,被験者100人について、ある臨床検査値Ｘを調べた時のヒストグラムが以下のようになった。同じデータに基づいて作成した箱ひげ図として、妥当なのはどれか。1つ選べ。）人（数人30 25 20 15 10 5 0～10～15～20～25～30～35～40～45～50～55～60検査値Ｘ Ｘ 値査検60 50 40 30 20 10 0 Ｘ 値査検 Ｘ 値査検60 50 40 30 20 10 0 60 50 40 30 20 10 0 Ｘ 値査検 Ｘ 値査検60 50 40 30 20 10 0 60 50 40 30 20 10 0,,,,,,3,,103-57 103-58 106-57 107-64 110-66 111-59
107,71,法規・制度・倫理,薬剤師法,13,8,否定形,,,5,38,調剤済みとなった処方箋に薬剤師が記載しなければならないのはどれか。1つ選べ。,患者の病名,患者の住所,調剤年月日,調剤した薬剤師の薬剤師名簿登録番号,服薬指導の内容,3,,102-72 102-73 102-75 104-74 105-79 106-72 106-73 107-72 107-78 108-71 109-73 110-71
107,72,法規・制度・倫理,薬剤師法,13,8,肯定形,○,,5,147,新有効成分薬物などの初回治験計画を届け出る場合、保健衛生上の危害の発生を防止するために、厚生労働大臣が必要な調査を行う期間が設けられている。そのため、届出した日から（ア）日を経過した後でなければ、治験を依頼し、又は自ら実施してはならない。（ア）にあてはまる数値として正しいのはどれか。1つ選べ。,3,7,15,30,60,4,,102-72 102-73 102-75 104-74 105-79 106-72 106-73 107-71 107-78 108-71 109-73 110-71
107,73,法規・制度・倫理,法体系・憲法,5,5,肯定形,,,5,74,GVP 省令に基づき、新医薬品の適正使用のための情報提供と副作用情報の把握のために、市販後のある一定期間、製造販売業者が行う調査はどれか。1つ選べ。,一般使用成績調査,製造販売後臨床試験,市販直後調査,特定使用成績調査,使用成績比較調査,3,,102-71 103-71 106-74 108-74
107,74,法規・制度・倫理,薬学史・薬害,6,5,肯定形,,,5,45,薬害事案として、血友病患者への非加熱血液製剤の使用が原因となり生じたのはどれか。1つ選べ。,HIV 感染症,クロイツフェルト・ヤコブ病,アザラシ肢症,スモン病,クロロキン網膜症,1,,102-77 103-75 108-72 108-75 111-73
107,75,法規・制度・倫理,毒薬・劇薬・毒物劇物,5,5,肯定形,,,5,43,毒物劇物営業者が行う毒物の容器及び被包への表示方法として、正しいのはどれか。1つ選べ。,「医薬用外」の文字及び白地に黒色をもって「毒物」の文字,「医薬用外」の文字及び黒地に白色をもって「毒物」の文字,「医薬用外」の文字及び赤地に白色をもって「毒物」の文字,「医薬用外」の文字及び白地に赤色をもって「毒」の文字,「医薬用外」の文字及び白地に黒色をもって「毒」の文字,3,,103-79 104-73 105-72 110-74
107,76,法規・制度・倫理,麻薬・向精神薬・覚醒剤,9,6,肯定形,,,5,65,次のうち、麻薬及び向精神薬取締法に基づく「証紙による封かん」の封が施されていない麻薬を譲り渡すことができる業者はどれか。1つ選べ。,麻薬輸入業者,麻薬製造業者,麻薬元卸売業者,麻薬卸業者,麻薬小売業者,5,,104-75 105-71 105-77 106-75 106-76 106-77 109-77 111-77
107,77,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,○,5,85,図は、保険医療における医薬品供給の流れの一例を示している。薬価どおりの価格による取引はどれか。1つ選べ。 Ａ 製造業製造販売業 Ｂ 卸売販売業 Ｃ 保険薬局 Ｅ 患者 Ｄ,Ａ,Ｂ,Ｃ,Ｄ,Ｅ,5,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 108-76 109-74 109-75 110-72 110-73 110-75 111-71 111-75
107,78,法規・制度・倫理,薬剤師法,13,8,否定形,,,5,43,2018年に制定された「薬剤師行動規範」の内容として、適切でないのはどれか。1つ選べ。,患者の自己決定権の尊重,差別の排除,医療資源の公正な配分,収益性を優先した医薬品供給,国民の主体的な健康管理への支援,4,,102-72 102-73 102-75 104-74 105-79 106-72 106-73 107-71 107-72 108-71 109-73 110-71
107,79,法規・制度・倫理,倫理・臨床研究,9,8,肯定形,,,5,62,ニュルンベルク綱領を踏まえ「人間を対象とする医学研究の倫理的原則」を内容とする、世界医師会が採択した宣言はどれか。1つ選べ。,リスボン宣言,ヘルシンキ宣言,世界人権宣言,ジュネーブ宣言,ポツダム宣言,2,,102-79 103-77 103-78 104-79 106-71 108-79 109-72 110-78
107,80,法規・制度・倫理,医療法・医療提供体制,7,7,否定形,,,5,33,学校薬剤師の設置が法律で義務付けられていないのはどれか。1つ選べ。,幼稚園,小・中学校,高等学校,大学,特別支援学校,4,,102-74 103-72 104-77 105-76 110-76 111-74
107,81,実務,治験・臨床研究の実務,5,5,肯定形,,,5,39,「インフォームド・コンセント」に関する記述のうち、正しいのはどれか。1つ選べ。,治験の被験者に対してのみ実施する。,同意後には撤回できない。,同意後には患者情報は個人名で一般公開する。,本人に意思決定能力があれば、患者の主体性を重んじる。,患者の心情に配慮するため、不安を与える内容は伝えない。,4,,102-81 103-83 104-82 111-85
107,82,実務,チーム医療・病棟業務,5,5,肯定形,,,5,127,以下の説明文に該当するのはどれか。1つ選べ。厚生労働省において、2025年を目途に、高齢者の尊厳の保持と自立生活の支援の目的のもとで、可能な限り住み慣れた地域で、自分らしい暮らしを人生の最期まで続けることができるような仕組みを構築することを推進している。,地域包括ケアシステム,地域医療情報システム,地域連携クリニカルパス,健康サポート薬局,かかりつけ薬局,1,,105-89 106-81 108-81 109-89
107,83,実務,医薬品管理・保管,9,5,肯定形,,,5,56,薬学的管理の経過を SOAP 形式で記録する場合、「O」の項目に記載する内容として、適切なのはどれか。1つ選べ。,医師への処方提案内容,患者の自覚症状,投与方法の妥当性の評価,薬に対する患者の訴え,血中薬物濃度の測定値,5,,102-82 102-88 104-86 104-89 105-81 105-84 105-86 109-87
107,84,実務,注射・無菌調製・配合変化,11,6,否定形,,,5,46,循環血液量の減少時における細胞外液の補給に用いる輸液として、適切でないのはどれか。1つ選べ。,生理食塩水,5％ブドウ糖液,乳酸リンゲル液,酢酸リンゲル液,5％ブドウ糖加乳酸リンゲル液,2,,103-81 103-85 103-90 104-83 107-85 108-82 108-85 109-82 111-81 111-83
107,85,実務,注射・無菌調製・配合変化,11,6,肯定形,,,5,33,抗がん剤の無菌調製に関する記述のうち、適切なのはどれか。1つ選べ。,調製者は、手袋を二重に装着する。,調製作業は、クリーンベンチ内で行う。,調製に使用するシリンジの先端部は、ルアースリップ式を用いる。,バイアルから薬液を吸引する場合は、バイアル内を陽圧にする。,作業台が汚染した場合は、ペーパータオルで中心から外側に向かって拭き取る。,1,,103-81 103-85 103-90 104-83 107-84 108-82 108-85 109-82 111-81 111-83
107,86,実務,消毒・感染対策,9,8,肯定形,,,5,29,風しんの流行の原因となる主要な感染経路はどれか。1つ選べ。,食品媒介感染,昆虫媒介感染,飛沫感染,空気感染,垂直感染,3,,102-86 103-88 104-84 105-85 108-86 108-88 109-88 111-87
107,87,実務,服薬指導・製剤の取扱い,12,9,否定形,,,5,81,薬剤師が糖尿病患者を訪問薬剤管理指導のために訪れた際、猛暑の中でぐったりしていたため脱水を疑いアセスメントをした。その項目として、適切でないのはどれか。1つ選べ。,口渇の有無,脇の下の乾燥,HbA1c 値,爪圧迫時の色調変化,脈拍,3,,102-85 103-89 105-88 106-82 106-88 107-88 108-89 109-81 109-85 110-83 111-88
107,88,実務,服薬指導・製剤の取扱い,12,9,肯定形,,,5,77,病院を退院した患者が在宅療養となった。かかりつけ薬剤師がその患者に居宅療養管理指導を行うために、居宅サービス計画書の作成を依頼する職種はどれか。1つ選べ。,医師,介護支援専門員,作業療法士,訪問看護師,訪問介護員,2,,102-85 103-89 105-88 106-82 106-88 107-87 108-89 109-81 109-85 110-83 111-88
107,89,実務,在宅・地域・セルフメディケーション,10,7,肯定形,,,5,23,疾病の一次予防に該当するのはどれか。1つ選べ。,がん検診,がん患者への緩和ケア,うつ病患者に対する社会復帰支援,歩行機能低下患者に対する機能訓練,地域住民を対象とした健康教室,5,,102-89 103-87 105-90 108-87 109-83 109-86 110-81 110-84 110-85
107,90,実務,ドーピング,2,2,肯定形,,,5,51,直近10年間の世界アンチドーピング規程において、禁止物質として指定されていない薬物はどれか。1つ選べ。,アセタゾラミド,エリスロポエチン,メチルテストステロン,カフェイン,メチルフェニデート,4,,111-82
108,1,物理,物質の状態・相平衡,3,3,肯定形,,○,5,42,下図は水の状態図である。アからイへの矢印が表す相変化はどれか。1つ選べ。圧力イア温度,融解,凝縮,昇華,凝固,蒸発,2,,103-3 104-3
108,2,物理,熱力学,6,5,肯定形,,○,5,137,反応1と反応2が共役して起こる反応3の平衡定数 K の値を、反応1と反応2それぞれの平衡定数である K 1、K 2で表したのはどれか。1つ選べ。 Ａ + Ｂ Ｃ + Ｄ K 1 K 2 Ｃ Ｅ + Ｆ 反応1反応2 Ａ + Ｂ + Ｄ K Ｅ + Ｆ 反応3 1 K = K,+ K,2 K = K 2 - K 1 × K 2,K = K 1,K = K 1 / K 2,K = K 2 / K 1,3,,103-1 103-4 105-5 107-2 110-2
108,3,物理,分析の基礎・バリデーション,10,6,肯定形,,,5,68,白金線を用いた炎色反応で黄赤（橙）色を呈し、その溶液に炭酸アンモニウム試液を加えるとき、白色の沈殿を生じる金属イオンはどれか。1つ選べ。,Ca2+,Ba2+,Cu2+,Al3+,K+,1,,102-1 103-5 105-1 105-3 105-4 106-2 106-3 108-5 111-5
108,4,物理,容量分析・日局一般試験法,5,5,肯定形,,,5,58,日本薬局方容量分析用標準液0 . 1 mol/L チオ硫酸ナトリウム液の標定に用いられる標準試薬はどれか。1つ選べ。,I2,NaI,KI,KIO4,KIO3,5,,102-4 104-2 105-2 106-1
108,5,物理,分析の基礎・バリデーション,10,6,肯定形,,,5,44,血清試料の前処理において、除タンパクに用いる酸として最も適しているのはどれか。1つ選べ。,塩酸,硝酸,硫酸,過塩素酸,乳酸,4,,102-1 103-5 105-1 105-3 105-4 106-2 106-3 108-3 111-5
108,6,化学,医薬品の構造,4,4,肯定形,,○,,166,日本薬局方収載医薬品の化学名（2S）︲2︲Amino︲4︲methylpentanoic acid に対し、正しい構造式はどれか。1つ選べ。 H CH3 H3C CO2H H NH2 CH3 H OH H3C CO2H H3C CO2H H NH2 H NH2 H3C CO2H H CH3 NH2 S H3C CO2H H NH2,,,,,,4,,102-9 103-6 105-8
108,7,化学,未分類,6,6,否定形,,○,,87,メソ体でないのはどれか。1つ選べ。 CH3 H3C CH3 Br Br CH3 H OH C C HO H CH3 Br H H3C H CH3 Br OH HO OH OH,,,,,,2,,102-6 104-10 106-6 109-8 110-9
108,8,化学,生薬・天然物,6,6,肯定形,,,5,18,基原が根皮の生薬はどれか。1つ選べ。,ボタンピ,ケイヒ,コウボク,オウバク,トチュウ,1,,105-10 106-10 107-10 109-10 111-10
108,9,化学,立体化学,7,7,肯定形,,,,134,以下のカルボニル化合物の反応のうち、主生成物に不斉炭素が生じるのはどれか。1つ選べ。ただし、すべての反応は終了後、適切な後処理を施していることとする。 O NaBH4 O CH3CH2MgBr O OCH3 CHO O CH3 LiAIH4 HCN CH3OH 酸触媒,,,,,,4,,102-7 103-7 104-8 105-9 106-8 107-8
108,10,化学,無機・電子論,6,6,否定形,,,5,32,マグネシウムに関する記述のうち、誤っているのはどれか。1つ選べ。,マグネシウムイオンは、カルシウムイオンに比べてイオン半径が小さい。,マグネシウムイオンは、ルイス酸として ATP のリン酸基と結合する。,空気中で金属マグネシウムが燃焼すると、酸化マグネシウムとなる。,マグネシウムは、典型元素である。,酸化マグネシウムは、酸性酸化物である。,5,,103-9 104-6 107-9 109-7 110-7
108,11,生物,人体の構造と機能,13,8,肯定形,,○,,35,下図は、人体骨格の模式図である。1～5のうち、仙骨はどれか。1つ選べ。,,,,,,4,,102-11 103-11 104-11 104-12 105-11 105-14 108-12 109-11 109-12 109-14 110-11 111-11
108,12,生物,人体の構造と機能,13,8,肯定形,,○,,69,下図は、ヒトの脳の正中矢状断面図である。1～5のうち、血圧調節をつかさどる心臓血管中枢（血管運動中枢とも呼ぶ）を含むのはどれか。1つ選べ。,,,,,,5,,102-11 103-11 104-11 104-12 105-11 105-14 108-11 109-11 109-12 109-14 110-11 111-11
108,13,生物,免疫,8,7,肯定形,,○,,227,アポトーシス細胞の細胞表面に露出してマクロファージによる貪食を促すホスファチジルセリンはどれか。1つ選べ。 HO H3C H3C H3C H3C H3C H3C CH3 CH3 H3C O O H2C O O O CH H2C O CH3 CH3 CO2H H3C H3C CH OH O N CH H O + H2C O P O CH2CH2N（CH3）3 O- O O O CH2 O CH O CO2 + H2C O P O CH2CHNH3 O-,,,,,,5,,102-15 103-14 104-15 105-15 108-15 109-15 111-13
108,14,生物,酵素,3,3,肯定形,,,5,44,サイクリック AMP（cAMP）の結合により活性化されるリン酸化酵素はどれか。1つ選べ。,アデニル酸シクラーゼ,cAMP ホスホジエステラーゼ（PDE Ⅲ）,プロテインキナーゼ A,プロテインキナーゼ B（Akt）,プロテインキナーゼ C,3,,103-15 106-14
108,15,生物,免疫,8,7,肯定形,,,5,35,自然免疫系に認識される、グラム陰性菌に特徴的な構造はどれか。1つ選べ。,フラジェリン,ペプチドグリカン,リポ多糖（LPS）,二本鎖 RNA（dsRNA）,b︲グルカン,3,,102-15 103-14 104-15 105-15 108-13 109-15 111-13
108,16,衛生,感染症・予防接種,10,9,肯定形,,,5,117,感染症法＊において、「動物又はその死体、飲食物、衣類、寝具その他の物件を介して人に感染し、国民の健康に影響を与えるおそれがある感染症」に分類されるのはどれか。1つ選べ。 ＊感染症法：感染症の予防及び感染症の患者に対する医療に関する法律,性器クラミジア感染症,デング熱,マイコプラズマ肺炎,麻しん,流行性耳下腺炎,2,,102-19 103-19 104-18 105-19 105-20 106-18 109-17 110-17 111-16
108,17,衛生,環境衛生,22,10,肯定形,,○,5,150,下図は、我が国における2017年から2021年までの業務上疾病の発生状況を示したものである。A に該当する疾病はどれか。1つ選べ。30000 20000 10000）人（数生発病原体による疾病 Ａ 0 2017 2018 2019 2020 2021年厚生労働省業務上疾病発生状況等調査結果を基に作成,手指前腕の障害及び頸肩腕症候群,熱中症,振動障害,騒音性難聴,災害性腰痛,5,,102-24 102-25 103-24 103-25 104-21 104-24 104-25 105-25 106-23 106-24 106-25 107-25 108-23 108-24 108-25 109-18 109-25 110-23 110-24 110-25 111-24
108,18,衛生,食中毒・食品衛生,19,9,肯定形,,○,,113,食品の水分活性を表す式として正しいのはどれか。1つ選べ。ただし、P は食品を入れて密封した容器内の水蒸気圧、P0はその温度における純水の飽和蒸気圧を表す。1 P - P0 2 P0 - P P0 P P P0 P P + P0,,,,,,4,,102-16 102-17 102-18 103-17 103-18 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-19 108-20 109-20 110-19 110-20 111-21
108,19,衛生,食中毒・食品衛生,19,9,肯定形,,,5,47,保健機能食品制度において、栄養機能食品として栄養機能表示ができない食品成分はどれか。1つ選べ。,ナトリウム,n︲3系脂肪酸,カルシウム,パントテン酸,ビタミン A,1,,102-16 102-17 102-18 103-17 103-18 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-18 108-20 109-20 110-19 110-20 111-21
108,20,衛生,食中毒・食品衛生,19,9,肯定形,,,5,60,耐熱性芽胞を形成する偏性嫌気性細菌で、大型の深鍋で調理したカレーやシチューによる食中毒の原因となるのはどれか。1つ選べ。,黄色ブドウ球菌,カンピロバクター・ジェジュニ／コリ,サルモネラ属菌,腸炎ビブリオ,ウェルシュ菌,5,,102-16 102-17 102-18 103-17 103-18 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-18 108-19 109-20 110-19 110-20 111-21
108,21,衛生,栄養・食事摂取基準,10,7,肯定形,,,5,30,生態系を構成する生物のうち、独立栄養生物はどれか。1つ選べ。,一次消費者,二次消費者,高次消費者,分解者,生産者,5,,103-16 103-23 105-23 106-20 107-16 107-19 109-19 111-18 111-19
108,22,衛生,化学物質の毒性・解毒,20,10,肯定形,○,,5,141,ある海域の海水中の化学物質Ａの濃度は5 × 10-8 mg/L であり、この海域に生息するシャチの体内から検出された化学物質Ａの濃度は1 × 10-3 mg/kg であった。このときの生物濃縮係数に最も近い値はどれか。1つ選べ。ただし、海水の比重は1 . 0と近似できるものとする。,5 × 10-5,5 × 10-3,1 × 101,2 × 102,2 × 104,5,,102-21 103-21 103-22 104-22 104-23 105-17 105-22 105-24 106-21 106-22 107-22 107-23 107-24 109-22 110-18 110-21 111-22 111-23 111-25
108,23,衛生,環境衛生,22,10,肯定形,,,5,41,近年、我が国において水道の水源として年間取水量が最も多いのはどれか。1 1つ選べ。,河川水,伏流水,ダム水,湖沼水,井戸水,3,,102-24 102-25 103-24 103-25 104-21 104-24 104-25 105-25 106-23 106-24 106-25 107-25 108-17 108-24 108-25 109-18 109-25 110-23 110-24 110-25 111-24
108,24,衛生,環境衛生,22,10,肯定形,,,5,32,水質汚濁指標である溶存酸素量（DO）の測定法はどれか。1つ選べ。,インドフェノール法,ウインクラー法,エチレンジアミン四酢酸（EDTA）による滴定法,硝酸銀滴定法（モール法）,ピリジン・ピラゾロン法,2,,102-24 102-25 103-24 103-25 104-21 104-24 104-25 105-25 106-23 106-24 106-25 107-25 108-17 108-23 108-25 109-18 109-25 110-23 110-24 110-25 111-24
108,25,衛生,環境衛生,22,10,肯定形,,,5,62,病院薬剤部において高カロリー輸液を調製する際に排出される廃棄物のうち、感染性廃棄物と同等の取扱いとするのはどれか。1つ選べ。,輸液バッグのゴム栓のアルコール消毒に用いたガーゼ,輸液バッグへ薬液を添加するのに用いた注射筒,輸液バッグへ薬液を添加するのに用いた注射針,輸液バッグへ添加する薬液を取って空になったバイアル,調製時に用いたディスポーザブル手袋,3,,102-24 102-25 103-24 103-25 104-21 104-24 104-25 105-25 106-23 106-24 106-25 107-25 108-17 108-23 108-24 109-18 109-25 110-23 110-24 110-25 111-24
108,26,薬理,未分類,9,6,肯定形,,,5,32,タキフィラキシーに関する記述として、正しいのはどれか。1つ選べ。,短時間の反復投与による薬物に対する反応性の増強,短時間の反復投与による薬物に対する反応性の減弱,長期間の反復投与による薬物に対する反応性の増強,長期間の反復投与による薬物に対する依存性の獲得,長期薬物投与後の休薬による薬物に対する反応性の増強,2,,102-34 104-35 105-33 107-34 107-40 109-30 109-32 109-38
108,27,薬理,自律神経作用薬,38,10,肯定形,,○,5,155,麻酔下のラットに低用量のアセチルコリン（5 ng/kg）を静脈内投与すると、急速に血圧が下降したが、アトロピン（1 mg/kg）を静脈内投与後に高用量のアセチルコリン（500 ng/kg）を静脈内投与すると、血圧が上昇した。アトロピン投与後の高用量のアセチルコリンによる血圧上昇に関係するのはどれか。1つ選べ。,アセチルコリン M1受容体,アセチルコリン M2受容体,アセチルコリン M3受容体,アセチルコリン NN 受容体,アセチルコリン NM 受容体,4,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-28 108-34 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33 111-35
108,28,薬理,自律神経作用薬,38,10,肯定形,,,5,26,抗うつ薬デュロキセチンの作用機序はどれか。1つ選べ。,セロトニン5︲HT1A 受容体遮断,セロトニン5︲HT2A 受容体遮断,アドレナリン a2受容体遮断,セロトニン及びグルタミン酸の再取り込み阻害,セロトニン及びノルアドレナリンの再取り込み阻害,5,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-34 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33 111-35
108,29,薬理,炎症・アレルギー・免疫薬,5,4,肯定形,,○,,100,シクロオキシゲナーゼを不可逆的に阻害する抗炎症薬はどれか。1つ選べ。 OH O H3C N H H2N CO2H OH CO2H O O CH3 CO2Na OH H3C H CH3 CH3 CO2H,,,,,,2,,102-38 104-38 108-30 109-29
108,30,薬理,炎症・アレルギー・免疫薬,5,4,肯定形,,,5,28,スプラタストの抗アレルギー作用の機序はどれか。1つ選べ。,ヒスタミン H1受容体遮断,Th2サイトカイン産生抑制,トロンボキサン合成酵素阻害,5︲リポキシゲナーゼ阻害,プロスタノイド TP 受容体遮断,2,,102-38 104-38 108-29 109-29
108,31,薬理,循環器作用薬,15,9,肯定形,,,5,41,心室筋の活動電位持続時間を延長させる可能性が最も高い抗不整脈薬はどれか。1つ選べ。,ジソピラミド,リドカイン,メキシレチン,ピルシカイニド,プロパフェノン,1,,102-28 102-31 102-32 103-34 103-35 104-31 106-33 107-33 107-35 108-32 109-31 109-33 110-34 111-32
108,32,薬理,循環器作用薬,15,9,肯定形,,,5,38,心房性ナトリウム利尿ペプチド受容体を刺激する心不全治療薬はどれか。1つ選べ。,コルホルシンダロパート,ピモベンダン,カルペリチド,ミルリノン,イバブラジン,3,,102-28 102-31 102-32 103-34 103-35 104-31 106-33 107-33 107-35 108-31 109-31 109-33 110-34 111-32
108,33,薬理,血液・造血薬,5,5,肯定形,,,5,47,血小板の ADP P2Y12受容体の遮断により、血小板凝集抑制作用を示すのはどれか。1つ選べ。,シロスタゾール,サルポグレラート,チカグレロル,オザグレル,ベラプロスト,3,,102-37 104-36 110-35 111-34
108,34,薬理,自律神経作用薬,38,10,肯定形,,○,5,38,前立腺肥大に伴う排尿障害を改善するタダラフィルの作用機序はどれか。1つ選べ。,ホスホジエステラーゼ V 阻害,アドレナリン a1受容体遮断,アドレナリン b3受容体刺激,アセチルコリン M3受容体刺激,コリンエステラーゼ阻害,1,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33 111-35
108,35,薬理,呼吸器・消化器薬,5,4,肯定形,,,5,43,H+，K+︲ATPase を不可逆的に阻害し、胃酸分泌を抑制するのはどれか。1つ選べ。,エソメプラゾール,ファモチジン,ピレンゼピン,ミソプロストール,テプレノン,1,,105-35 107-36 107-37 111-36
108,36,薬理,自律神経作用薬,38,10,肯定形,,○,5,27,ロペラミドの止瀉作用に関わる作用点はどれか。1つ選べ。,ドパミン D2受容体,オピオイド n 受容体,アセチルコリン M1受容体,セロトニン5︲HT3受容体,ヒスタミン H2受容体,2,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-34 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33 111-35
108,37,薬理,内分泌・代謝薬,24,9,肯定形,,,5,43,キサンチンオキシダーゼを阻害することで、尿酸の生合成を低下させるのはどれか。1つ選べ。,ブコローム,ベンズブロマロン,ドチヌラド,トピロキソスタット,ラスブリカーゼ,4,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-38 108-39 109-36 109-37 110-37 111-37 111-38 111-40
108,38,薬理,内分泌・代謝薬,24,9,肯定形,,,5,70,LDL 受容体に対するプロタンパク質転換酵素サブチリシン / ケキシン9型（PCSK9）の結合を阻害する脂質異常症治療薬はどれか。1つ選べ。,コレスチミド,エゼチミブ,ロミタピド,エボロクマブ,ロスバスタチン,4,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-37 108-39 109-36 109-37 110-37 111-37 111-38 111-40
108,39,薬理,内分泌・代謝薬,24,9,肯定形,,,5,28,デガレリクスの抗前立腺がん作用の機序はどれか。1つ選べ。,アンドロゲン受容体遮断,エストロゲン受容体刺激,GnRH（性腺刺激ホルモン放出ホルモン）受容体遮断,アロマターゼ阻害,5 a︲還元酵素阻害,3,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-37 108-38 109-36 109-37 110-37 111-37 111-38 111-40
108,40,薬理,自律神経作用薬,38,10,肯定形,,○,5,27,緑内障治療薬ブリモニジンの作用機序はどれか。1つ選べ。,プロスタノイド EP2受容体刺激,プロスタノイド FP 受容体刺激,アドレナリン a2受容体刺激,アセチルコリン M3受容体刺激,Rho キナーゼ阻害,3,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-34 108-36 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33 111-35
108,41,薬剤,吸収・膜透過,28,10,肯定形,,○,,190,担体介在輸送がミカエリス・メンテン（Michaelis︲Menten）式に従うとき、薬物の輸送速度（v）を表す式はどれか。1つ選べ。ただし、薬物濃度を C、最大輸送速度を V max、ミカエリス定数を K m とする。1 V max + C K m 2 V max + 3 V max + C K m + C 1 K m・C V max・C K m V max・C K m + C,,,,,,5,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-42 108-54 108-55 109-41 109-42 109-51 110-42 110-54 111-41 111-42 111-52
108,42,薬剤,吸収・膜透過,28,10,肯定形,,,5,25,胃内容排出速度を低下させる薬物はどれか。1つ選べ。,リボフラビン,プロパンテリン,メトクロプラミド,ドンペリドン,モサプリド,2,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-54 108-55 109-41 109-42 109-51 110-42 110-54 111-41 111-42 111-52
108,43,薬剤,分布,9,5,肯定形,,,5,23,血液脳関門の実体である細胞はどれか。1つ選べ。,神経細胞,周皮細胞（ペリサイト）,星状膠細胞（アストロサイト）,脈絡叢上皮細胞,脳毛細血管内皮細胞,5,,105-42 105-51 107-43 107-50 107-54 109-43 109-48 110-43
